,Rock,Indie,Pop,Romantic,Folk,Grunge,Jazz,Classic,New Wave,Rap,Hip Hop,Metal,Heavy Metal,Country,Hardcore,Rockabilly,Blues,R&B,Soul,Dance,Gospel,Funk,Emocore,Punk,Psychedelic music,Classic Rock,House,Electronica,Progressive Music,Trip-Hop,Disco,Soundtack,Reggae,Surf Music,Children's music,Industrial,Trance,Ska,Instrumental,Chillout,Tropical House,Post-Rock,Lo-fi,Black Music,Reggaeton,World Music
fucker,95.0,8.0,8.0,1.0,2.0,3.0,,1.0,,85.0,77.0,2.0,91.0,,20.0,,,15.0,3.0,10.0,,,,1.0,1.0,,,7.0,,,,,1.0,1.0,,3.0,,1.0,,1.0,,,,,,
calendar,9.0,5.0,7.0,1.0,1.0,,2.0,,,8.0,7.0,,4.0,,1.0,,,1.0,,2.0,,,,,,,,1.0,,,1.0,6.0,1.0,,,,,,,,,,,,,
rotting,74.0,4.0,2.0,1.0,6.0,,,,1.0,2.0,1.0,2.0,47.0,1.0,11.0,,,,,3.0,,,,6.0,1.0,,,,2.0,,,,,,,2.0,,2.0,1.0,,,,,,,
nail,103.0,14.0,27.0,6.0,5.0,3.0,,,2.0,35.0,32.0,,39.0,9.0,17.0,1.0,1.0,11.0,,14.0,12.0,2.0,2.0,,3.0,2.0,,8.0,8.0,,,,2.0,1.0,,4.0,,1.0,,,,,,,,
casket,25.0,4.0,10.0,,4.0,,,,1.0,71.0,52.0,,13.0,6.0,9.0,,1.0,15.0,1.0,1.0,,,3.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,4.0,,,,,,
rears,8.0,1.0,,,1.0,1.0,,,2.0,,,,4.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
fluent,5.0,,3.0,,,,,,,5.0,12.0,,,,,,,8.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
faking,71.0,8.0,59.0,4.0,1.0,8.0,,,7.0,23.0,22.0,1.0,6.0,,4.0,,1.0,4.0,2.0,21.0,1.0,1.0,5.0,1.0,,1.0,1.0,15.0,1.0,2.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,
subways,10.0,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escaping,93.0,11.0,25.0,7.0,3.0,,1.0,1.0,2.0,4.0,4.0,1.0,30.0,1.0,4.0,,,3.0,,4.0,8.0,,,1.0,,,,2.0,4.0,,,1.0,,,,,,,,,,,,,,
traces,50.0,5.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,5.0,,15.0,4.0,,,2.0,5.0,7.0,,2.0,2.0,,,,1.0,2.0,4.0,6.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,
movements,36.0,6.0,3.0,,4.0,,,,1.0,8.0,9.0,,12.0,,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,
quietly,121.0,35.0,31.0,13.0,21.0,,8.0,7.0,1.0,16.0,7.0,,31.0,6.0,10.0,2.0,6.0,2.0,1.0,1.0,4.0,,1.0,6.0,3.0,,,2.0,17.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,
creep,108.0,15.0,84.0,6.0,8.0,3.0,12.0,2.0,3.0,131.0,118.0,1.0,28.0,4.0,4.0,,12.0,48.0,20.0,18.0,3.0,3.0,,1.0,,6.0,2.0,9.0,4.0,,4.0,6.0,9.0,1.0,3.0,,,5.0,3.0,4.0,,1.0,,,,
lamp,44.0,6.0,14.0,15.0,10.0,,4.0,,1.0,12.0,14.0,,7.0,4.0,1.0,,13.0,4.0,3.0,1.0,10.0,,,,5.0,,,4.0,2.0,2.0,,8.0,4.0,1.0,,,,,,,,,,,,
lamps,13.0,7.0,11.0,1.0,,,,,2.0,7.0,4.0,1.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
creaking,17.0,3.0,3.0,,1.0,,,,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
piled,24.0,2.0,4.0,1.0,4.0,1.0,2.0,,,6.0,1.0,2.0,4.0,5.0,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
taxi,74.0,29.0,54.0,10.0,8.0,2.0,5.0,,2.0,11.0,8.0,,2.0,4.0,5.0,,4.0,5.0,1.0,7.0,2.0,2.0,,,,1.0,,6.0,,,1.0,3.0,5.0,,,,,2.0,,,,,,,,
stalking,35.0,2.0,4.0,3.0,2.0,,1.0,,1.0,7.0,10.0,,19.0,2.0,,,1.0,7.0,2.0,,1.0,,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
bark,49.0,11.0,23.0,11.0,,,,,1.0,37.0,40.0,1.0,7.0,1.0,5.0,7.0,2.0,18.0,,2.0,,,,,,3.0,,2.0,1.0,,,11.0,1.0,1.0,,,,,,1.0,,,,,,
strolling,27.0,7.0,8.0,2.0,6.0,,2.0,1.0,1.0,7.0,9.0,,3.0,4.0,1.0,1.0,1.0,4.0,,1.0,,1.0,,,1.0,,,,1.0,,,5.0,,,1.0,,,1.0,,,,,,,,
shaky,18.0,7.0,21.0,2.0,3.0,,3.0,,1.0,3.0,8.0,,1.0,3.0,5.0,4.0,3.0,11.0,1.0,6.0,2.0,4.0,,4.0,2.0,,,2.0,1.0,,3.0,2.0,2.0,,,,,,,,,,,,,
kicky,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smokey,13.0,1.0,4.0,1.0,1.0,,2.0,,,4.0,3.0,,1.0,4.0,1.0,,,,2.0,2.0,,10.0,,1.0,11.0,2.0,,2.0,1.0,1.0,2.0,,,,,,,2.0,1.0,,,,,,,
finishes,2.0,1.0,2.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
bigotry,5.0,,1.0,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
sneaky,2.0,4.0,11.0,,,,,,,8.0,7.0,,1.0,,1.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
connection,110.0,10.0,91.0,12.0,5.0,2.0,,,1.0,15.0,46.0,,14.0,2.0,6.0,,2.0,13.0,1.0,22.0,4.0,,2.0,,1.0,1.0,2.0,14.0,4.0,,3.0,4.0,22.0,1.0,,,,1.0,,2.0,,,,,1.0,
host,55.0,11.0,27.0,6.0,10.0,4.0,1.0,1.0,,17.0,16.0,1.0,24.0,8.0,3.0,1.0,,5.0,4.0,5.0,8.0,1.0,,,1.0,,1.0,2.0,4.0,,,,,,,1.0,,,,1.0,,,,,,
orient,15.0,,10.0,6.0,1.0,,1.0,1.0,,,,,1.0,2.0,,,,,1.0,4.0,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,
traverse,2.0,,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fountain,91.0,14.0,30.0,10.0,17.0,2.0,1.0,,,14.0,20.0,,12.0,12.0,5.0,1.0,7.0,19.0,14.0,3.0,10.0,,,,5.0,3.0,,3.0,2.0,1.0,,5.0,2.0,2.0,3.0,1.0,,1.0,,1.0,,,,,,
moor,17.0,9.0,4.0,,,,1.0,,10.0,1.0,,,4.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
westward,16.0,3.0,,2.0,3.0,,6.0,1.0,,,1.0,,7.0,3.0,,,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
proceeding,8.0,,,,,,5.0,,,1.0,1.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankincense,3.0,,2.0,1.0,1.0,,1.0,,,,,,2.0,4.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,
incense,17.0,,7.0,2.0,2.0,,2.0,,,14.0,12.0,2.0,7.0,2.0,,,1.0,2.0,1.0,1.0,3.0,1.0,,,1.0,,,,3.0,,,,2.0,,,,,,,,,,,,,
owns,49.0,9.0,35.0,2.0,3.0,1.0,1.0,,,5.0,3.0,,7.0,5.0,1.0,8.0,,2.0,1.0,11.0,11.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
nigh,24.0,3.0,18.0,8.0,7.0,1.0,5.0,1.0,2.0,,1.0,,10.0,12.0,2.0,1.0,1.0,7.0,4.0,4.0,1.0,,,,3.0,,,,,,1.0,3.0,,,,,,,,,,,,,,
praising,13.0,,11.0,2.0,,,1.0,,,10.0,11.0,,7.0,1.0,,,,2.0,,,13.0,,,,,,,,1.0,,,1.0,1.0,,3.0,,,,,,,,,,,
raising,99.0,13.0,44.0,7.0,9.0,2.0,1.0,1.0,2.0,18.0,15.0,2.0,33.0,3.0,6.0,,1.0,8.0,2.0,5.0,6.0,1.0,,1.0,1.0,2.0,,6.0,5.0,,,1.0,1.0,2.0,,,,,,1.0,,,,,,
unperturbed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encounter,13.0,4.0,2.0,1.0,3.0,,,,,5.0,4.0,,8.0,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,2.0,,,2.0,,,,,,
twitch,22.0,4.0,23.0,19.0,3.0,,,,,7.0,23.0,,1.0,,3.0,1.0,2.0,3.0,,1.0,,1.0,3.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,
pornographic,8.0,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
hummingbird,28.0,9.0,23.0,9.0,5.0,,,,,2.0,,,,3.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generator,10.0,2.0,2.0,,1.0,,,,1.0,1.0,3.0,,,,,,,,,1.0,2.0,,,,,,,4.0,4.0,,,1.0,2.0,,,,,,,,,,,,,
photograph,157.0,21.0,55.0,17.0,11.0,2.0,5.0,1.0,8.0,8.0,9.0,,10.0,6.0,1.0,3.0,4.0,9.0,7.0,11.0,,,1.0,1.0,2.0,1.0,1.0,5.0,15.0,,2.0,3.0,1.0,,,,,,,,,,,,,
poster,22.0,5.0,32.0,12.0,1.0,1.0,,,1.0,20.0,24.0,,,2.0,3.0,,1.0,9.0,2.0,13.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
servitude,10.0,,,,,,,,1.0,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knots,44.0,1.0,12.0,12.0,11.0,1.0,,,1.0,17.0,18.0,,4.0,1.0,3.0,1.0,1.0,,,2.0,3.0,,1.0,,,,,1.0,2.0,,,,,1.0,,,,,,1.0,,,,,,
repeating,80.0,9.0,20.0,13.0,2.0,1.0,3.0,1.0,1.0,11.0,14.0,,6.0,7.0,7.0,,,5.0,2.0,9.0,3.0,,1.0,,,,2.0,6.0,3.0,,2.0,2.0,,1.0,,2.0,,1.0,1.0,,,,,,,
amber,38.0,12.0,16.0,3.0,8.0,9.0,,,2.0,4.0,2.0,,8.0,1.0,1.0,,,2.0,2.0,,,,,,1.0,1.0,,,,,,2.0,,,2.0,1.0,,,2.0,,,,,,,
minimum,18.0,2.0,6.0,1.0,,,1.0,,1.0,14.0,15.0,,4.0,1.0,4.0,,1.0,3.0,1.0,2.0,1.0,,,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
bowl,61.0,6.0,35.0,9.0,6.0,1.0,7.0,,,48.0,43.0,,9.0,,8.0,3.0,12.0,9.0,2.0,7.0,,8.0,1.0,1.0,3.0,,,2.0,3.0,,3.0,3.0,1.0,1.0,3.0,,,2.0,1.0,1.0,,,,,,
